name,address,address_secondary,intersection,city,state,country,zip,description,food,music,dress_code,entry_fee,style,crowd,specialty,specials,price_range,parking,hours,contact_phone,date,venue_type_ids,neighbourhood_id,keyword_ids,logo,photos
Le Brunch,461 King St. W,,King & Spadina,Toronto,Ontario,Canada,,Brassaii Restaurant and Lounge is Toronto's sophisticated and cosmopolitan destination. Join the Brassaii family every month as they celebrate the World Famous Le Brunch. Enjoy a mouth watering brunch and then party to music by DJ Annalyze.,Brunch,"House, Top 40, Electronic",Dress to Impress,Prix Fixe - $45.00 or $20 entry fee to the after party,Trendy Daytime Party,,,,,Street parking on King for $2.25 per hour or parking lots on Wellington,12pm - 6pm,416.598.4730,Third Sunday of every month,special_event,king_w,"Unique Party, Food Menu, VIP & Bottle Service, Young Professionals",brassaii/brassaii_ logo.png,special_events/le_brunch/le_brunch_march.jpeg
Naughty By Nature,473 Adelaide St W,,Adelaide & Portland,Toronto,Ontario,Canada,,"ACT Sundays celebrates its 1 year anniversary Live performances from Naughty by Nature. Music By: Joe Ghost & Jed Harper . $125 Bottles all night. Naughty by Nature is a Grammy Award-winning American hip hop trio from East Orange, New Jersey. ",,"Top 40, Electronic, Mashups",Casually Upscale,$20-25,Dance Party,,,,,Street parking for $2.25 per hour or a parking lot at the corner of Adelaide and Portland,10:00pm - 3:00am,416.603.9300,"Sunday March 23, 2014","special_event, live_music",king_w,"Live Performance, Hip Hop/Reggae, Live DJ, Advanced Tickets, VIP & Bottle Service",ink/uniun/uniun_logo.jpg,special_events/naughty_by_nature/act_naughty_by_nature.jpg
Hot Pop Factory Presents: 3D Printing for Total Beginners,215 Spadina Ave. Suite B05,,Chinatown,Toronto,Ontario,Canada,,"You’ve heard about 3D printing, this is your opportunity to try it out first hand! Our beginner 3D printing class will show you everything you need to know to get started designing your own 3D printable items and walk you through some of the ways this technology is being put to use in the real world.",,,Casual,From $49,"Art, Photography, Digital",,,,,Street parking on Spadina,6:30pm - 9:30pm,,"Wednesday, April 02 2014",special_event,,"Creative Types, Casual, Artistic, Artists, Advanced Tickets",special_events/hot_pop_factory/HotPopFactoryLogo.png,special_events/hot_pop_factory/pic1_ROM.jpg
Picture perfect pleasure,100 McCaul Street,,Dundas & McCaul,Toronto,Ontario,Canada,,"OCAD's Bhakti Meditation Club wants to invite everyone to OCAD for a extraordinary opportunity to meet traveling urban-monk and author Devamrita Swami for a talk on ""Picture Perfect Pleasure: Diving into the Ocean of Indulgence,"" followed by Q&A and Vegan Feast!!!",,,Casual,Free,"Spiritual, Thoughtful, Healthy",,,,,Street parking on Dundas or McCaul.,630pm,647.261.7499,"Wednesday, April 02 2014",special_event,,"Art Gallery, Creative Types, Casual, Artistic, Artists, Advanced Tickets",special_events/picture_perfect_pleasure/ocad.jpeg,special_events/picture_perfect_pleasure/picture_perfect_pleasure.jpg
AGO First Thursdays,317 Dundas St W,,Dundas & McCaul,Toronto,Ontario,Canada,,"Art, live music, food, drinks – An all-in-one fun filled Thursday at the first of every month. Grab a drink, roam the galleries. Get inspired and be creative by making your own timeless art. What’s happening this week? : Francis Bacon and Henry Moore: Terror and Beauty Opening Party",,Live DJ,Smart Casual,Advanced Tickets: $12 | At the Door: $15 ,Artistic Museum Party,,,,,Street parking on Dundas or McCaul.,7:00 – 11:30 pm,416.979.6648 ,"Thursday, April 03, 2014",special_event,,"Art Gallery, Creative Types, Casual, Artistic, Artists, Advanced Tickets, Young Professionals",special_events/ago_first_thursdays/ago_logo.jpeg,"special_events/ago_first_thursdays/ago_thursdays.jpg, special_events/ago_first_thursdays/ago_thursdays_2.jpg"
Battle of the Bands,603 Markham St.,,Bloor & Markham,Toronto ,Ontario,Canada,,Enjoy a full show with various bands battling it out to win first prize! Grab some cheap drinks and eat off the $3 snack menu.,,Rock Music,Casual,$5-10,"Indie, Casual",,,,,,5pm,416.913.4586,"Thursday, March 20",live_music,bloor_st,"Rock Out, Rock/Indie, Local Artist, Advanced Tickets",the_central/the_central_logo.png,
Factory Fridays: Candyland & Kill Paris,473 Adelaide St W,,Adelaide & Portland,Toronto ,Ontario,Canada,,"Candyland is a co-ed group from Santa Barbara that plays Electronic music. They continue to pave their own lane, bridging the gap between Trap, Dubstep, and House music with every original and remix they release. Kill paris is a Future Funk, Electronic Dance DJ from Cali. Resident DJs Manzone & Strong.",,"Electronic, Trap, Dubstep",Smart Casual,Adv ticket $20.00 | Door: $25.00,"Underground, House",,,,,,10:00pm - 3:00am,416.603.9300,"Friday, April 4th",live_music,king_w,"Dance & Party, Electronic/House, International DJ, VIP & Bottle Service",ink/uniun/uniun_logo.jpg,special_events/candyland_kill_paris/candyland.jpeg
G-EAZY (These Things Happen Tour),722 College St.,,College & Crawford,Toronto ,Ontario,Canada,,"Today, rising hip hop artist and producer G-EAZY debuted his new track “Almost Famous,” the second release off his forthcoming album These Things Happen due out March 2014, and corresponding music video.",,"Hip Hop, Rap",Casual,General Admission: $17.50 | VIP $40.00,All Ages Concert,,,,,,7pm,416.588.4663,"Thursday, March 20",live_music,college_st,"Hip Hop/Reggae, International Artist, Chillout, Advanced Tickets, VIP & Bottle Service",special_events/mod_club_logo/modclub_logo.jpg,"special_events/g_eazy/g_eazy.jpg, special_events/g_eazy/g_eazy_2.jpg, special_events/g_eazy/g_eazy_3.jpg"
How to Dress Well - Forest Swords,722 College St.,,College & Crawford,,,,,"How To Dress Well is the stage name of songwriter and producer Tom Krell. Combining a gorgeous falsetto with fractured R&B-influenced beats, an instinctive ear for subtly devastating melody and elements of noise, sound collage and avant-garde composition, Krell's debut album Love Remains offered a beautiful window into a startlingly realised artistic imagination.",,"R&B, Melodic",Smart Casual,$15,Artistic,,,,,,7pm,416.588.4663,"Saturday, March 29",live_music,college_st,"Chillout, Electronic/House, International Artist, Advanced Tickets",special_events/how_to_dress_well/how_to_dress_well_forest_woods.jpg,special_events/how_to_dress_well/how_to_dress_well_forest_woods.jpg
Linda Inthahack EP Release,603 Markham St.,,Bloor & Markham,Toronto ,Ontario,Canada,,EP Release Party/Birthday Celebration with an after party upstairs after the show.,,"Acoustic, Indie, Rock",Casual,Doors Open at 5:30pm. Show at 6:30pm,"Casual, Laid Back",,,,,,Doors Open at 5:30pm. Show at 6:30pm,416.913.4586,"Saturday, March 22",live_music,bloor_st,"Chillout, Local Artist, Acoustic, Rock/Indie",the_central/the_central_logo.png,"special_events/linda_ithahack/linda_ithahack.jpg, special_events/linda_ithahack/linda_ithahack2.jpg"
Mitch Belot,603 Markham St. ,,Bloor & Markham,Toronto ,Ontario,Canada,,"Mitch Belot entertains with his swampy story telling style and modern rock flare. He hooks audiences with his powerful, smoky voice, and gets them on their feet by incorporating fast tempos and heavy grooves. While he is first and foremost a humble student of the blues, Mitch adds a taste of country to the natural “Stray Cats” sound that permeates his repertoire.",,"Acoustic, Melodic, Grooves",Casual,Pay What You Can,Laid Back,,,,,,Doors open at 5:30pm,416.913.4586,"Sunday, March 23",live_music,bloor_st,"Rock Out, Rock/Indie, Local Artist, Free Entry, ",the_central/the_central_logo.png,"special_events/mitch_belot/mitch belot1.jpg, special_events/mitch_belot/mitch belot2.jpg, special_events/mitch_belot/mitch belot3.jpg"
T. Mills (All I Wanna do Tour),722 College St.,,College & Crawford,Toronto ,Ontario,Canada,,"T. Mills, is an American rapper and singer from Riverside, California. ",,"Rap, Hip Hop",Casual,$18.5,Funky,,,,,,7pm,416.588.4663,"Tuesday, March 25",live_music,college_st,"Hip Hop/Reggae, International Artist, Chillout, Advanced Tickets",special_events/mod_club_logo/modclub_logo.jpg,"special_events/t_mills/tmills.jpg, special_events/t_mills/tmills2.jpg"
The Julie Ruin w/ Screaming Females,722 College St. ,,College & Crawford,Toronto ,Ontario,Canada,,"In 1997, while on break from the iconic punk band, Bikini Kill, Kathleen Hanna wrote and produced a solo record under the pseudonym of Julie Ruin. The album is considered a classic of subversive pop and has been praised by artists ranging from Kim Gordon to Mykki Blanco. . This is an all ages event",,Subversive Pop,Casual,Tickets Start at $15,"Casual, Funky",,,,,,8pm,416.588.4663,"Saturday, April 5",live_music,college_st,"Rock/Indie, International Artist, Advanced Tickets",special_events/mod_club_logo/modclub_logo.jpg,special_events/julie_ruin/julie ruin.jpg
The Strypes,722 College St.,,College & Crawford,Toronto ,Ontario,Canada,,"The Strypes are a proper phenomenon. Four boys aged 15 and 17, they are players with chops way beyond their years, the hard-earned result of years spent honing their craft in Irish pubs, hotels and music halls, where they had often play for up to two and a half hours at a time. ""They have a knowledge of R&B at 16 years that I’ve only amassed in my 65 years.” Elton John",,"Rock, R&B",Casual,Adv Tickets $17.50,"Playful, Energetic",,,,,,6pm,416.588.4663,"Saturday, March 22",live_music,college_st,"Rock Out, Rock/Indie, International Artist",special_events/mod_club_logo/modclub_logo.jpg,"special_events/the_strypes/the_strypes1.jpg, special_events/the_strypes/the_strypes2.jpg"
Tich Maredza Band Concert,603 Markham St.,,Bloor & Markham,Toronto ,Ontario,Canada,,"Hailing from Zimbabwe, Tich Maredza, and his band have become a force in the Toronto African Music scene over the past 3 years. Their musical fusion of traditional Zimbabwean forms and contemporary Afrojazz flare has caught the ears of the Toronto’s African music aficionados. ",,African Music with an Experimental Flare,Be Yourself,$7,Fun,,,,,,930pm,647.400.4956,"Friday, March 28",live_music,bloor_st,"Dance & Party, Rock Out, Local Artist",the_central/the_central_logo.png,"special_events/tich_maradza/tich_maredza_band.jpg, special_events/tich_maradza/tich_maredza_band2.jpg"
Factory Friday: Tommy Trash,473 Adelaide St W,,Adelaide & Portland,Toronto ,Ontario,Canada,,"Tommy Trash, is an Australian DJ, record producer, and remixer, mainly working on the Electro house genre.",,"Electro, EDM",Smart Casual,Adv Tickets $35,"Underground, House",,,,,,10:00pm - 3:00am,416.603.9300,"Friday, April 11",live_music,king_w,"International DJ, Electronic/House, Dance & Party, VIP & Bottle Service",ink/uniun/uniun_logo.jpg,special_events/tommy_trash/tommy_trash.jpg
Moodswings,224 Augusta Ave,,Augusta in Kensginton,Toronto ,Ontario,Canada,,"An abstract artist and a smooth Jazz player, Jon Foster is the lead player for this show. Enjoy a live smooth jazz show in an intimate and romantic setting.",,Smooth Jazz,Smart Casual,Free,Underground Jazz Scene,,,,,,930pm,416 599 5299  ,"Saturday, April 12",live_music,,"Jazz, Chillout, Free Entry",poetry_jazz_cafe/poetry_jazz_cafe_logo.png,special_events/moodswings/moodswings.png
Icon,224 Augusta Ave,,Augusta in Kensginton,Toronto ,Ontario,Canada,,Patrick Hewan is a rising star in the Toronto Jazz scene who’s energetic virtuosic playing captivates and moves his audiences. He draws on the vast vocabulary of the legendary jazz pianists who came before him and adds his own spirit and passion to create a unique sound and style. ,,Smooth Jazz,Smart Casual,Free,Underground Jazz Scene,,,,,,930pm,416 599 5299  ,"Friday, April 11",live_music,,"Jazz, Chillout, Free Entry",poetry_jazz_cafe/poetry_jazz_cafe_logo.png,special_events/icon/Icon.jpg
The Hook Up: Shafton Thomas Group,224 Augusta Ave,,Augusta in Kensginton,Toronto ,Ontario,Canada,,"STG is an original, Toronto-based modern jazz group whose incendiary melodic agility and powerful grooves bend the mind and bob heads. Comprised of Shafton Thomas on acoustic and electric bass and compositions, Kristjan Bergey on tenor sax, Paul Morrison on keys, and Mackenzie Longpre on drums, their debut EP, Maru, is available now.",,Smooth Jazz,Smart Casual,Free,Underground Jazz Scene,,,,,,9pm,416 599 5299  ,"Thursday, April 3",live_music,,"Jazz, Chillout, Free Entry",poetry_jazz_cafe/poetry_jazz_cafe_logo.png,special_events/shafton_thomas_group/shafton_thomas_group.jpg
"David Guetta, ATB, Cosmic Gate Live",132 Queens Quay E,,Queens Quay & Jarvis,Toronto ,Ontario,Canada,,"KOOLHAUS Room: David Guetta, Sultam + Ned Shepard, Paris & Simo. GUVERNMENT Main Room: ATB, Cosmic Gate, Mark Oliver",,"Electronic, House, Techno",Casual,Ticket sales (see website),Raver's Scene,,,,,,10:00pm - 8:00am,(416) 869-0045,"Thursday, April 17",live_music,,"International DJ, Electronic/House, Dance & Party, VIP & Bottle Service",ink/guvernment/guvernment_logo.jpg,special_events/david_guetta/david_guetta_pic.jpg
Cabana Pool Bar,11 Polson pier,,Polson Pier/The Docks,Toronto,Ontario,Canada,,"Cabana Pool Bar is Toronto’s first Miami inspired pool party. It’s like taking a mini vacation to a resort down south. Cabana has multiple bars with summer drinks, a huge pool surrounded by luxurious cabanas, amazing house music and very sexy people. You can smoke Shisha by the pool or even have a bite to eat with a menu created by famous chefs, Oliver & Bonnacini!",International Menu,Music: Top 40 House,Casually Upscale or Swim Attire,"Weekdays Pool Access: $15 – Children $6 | Saturday& Sunday: $20 Entrance, $20 Pool Access",Luxurious Summer Vibe,"Young professionals, 19-35",Fresh Summer Foods,Various drink specials,$$$,"Parking lot at the Docks, just outside the venue",Summer Hours,416.479.7645,,"club, bar, resto",,"Electronic/House, Electronic Dance Music, Sophisticated, Drink Specials, Recently Single/Ready to Mingle, Unwind, Out with Friends, Sushi, Energetic",ink/cabana_poolbar/cabana_logo.jpg,"ink/cabana_poolbar/cabana_poolbar_1.jpg, ink/cabana_poolbar/cabana_poolbar_2.jpg, ink/cabana_poolbar/cabana_poolbar_3.jpg"
Brassaii,461 King St W,,King & Spadina,Toronto,Ontario,Canada,,"Brassaii is a restaurant, lounge and club. It's a sophisticated and cosmopolitan destination with a beautiful patio that includes a fireplace, VIP booths and a 2 bars. Inside you'll find a lounge/restarant area and a second room with a dance floor. The crowd is well dressed and sophisticated. ",Meditterranean inspired cuisine,"Electronic, Top 40","Dress to Impress (no baggy jeans, athletic shoes, timberlands and sportswear)",$10-20,Sophisticated Destination,Average age: 25-40,"The perfect bar, resto, club hybrid",None,$$$,Street parking on King W or a parking lot just west on King,Lunch: Mon - Fri 10:00am - 3:00pm | Dinner: Mon - Fri 5:00pm - 11:00pm | Club: Wed - Sat 10:00pm - 3:00am & Special Events,416.598.4730,,"club, resto",king_w,"Get Dressed Up, Recently Single/Ready to Mingle, Sophisticated, Electronic/House, Mixed, Open Weekdays, Impress a Date, Unique Wine List, Caffeinated Beverages, Upscale",brassaii/brassaii_ logo.png,"brassaii/brassaii_1.png, brassaii/brassaii_2.png, brassaii/brassaii_3.png"
The Beverley Hotel,335 Queen St W,,Queen & Beverley,Toronto,Ontario,Canada,,"The finer things in life collide with the spirit of Queen West. Community sourced ingredients give a local flavour to a diverse menu by chef Eric Wood. Time spent handcrafting cocktails can be tasted in every sip. The raw yet refined space of the bar provides an ideal contrast to the intriguing elegance of the dining room. It all adds up to a vibe that invites you to eat, drink and be merry.",International,,,,"Minimal, Stylish, Modern",,Beautiful rooftop patio,None,$$$,Street parking on Queen or on Beverley,"Mon - Wed: 11:30am - 12:00am | Thurs - Fri: 11:30am - 2:00am | Sat: 10:00am - 2:00am | Sun: 10:00am - 12:00am

",416.493.2786,,"bar, resto",queen_w,"Impress a Date, Discover a Hidden Gem, Brunch, Unique Cocktails, Rooftop Patio, Unwind, Seafood, Carnivore Menu",the_beverley_hotel/the_beverley_hotel_logo.jpg,"the_beverley_hotel/the_beverley_hotel_1.jpg, the_beverley_hotel/the_beverley_hotel_2.jpg, the_beverley_hotel/the_beverley_hotel_3.jpg"
Carens Wine and Cheese Bar,158 Cumberland Street,,Cumberland & Avenue Rd,Toronto,Ontario,Canada,,"A quaint atmosphere, Carens provides a relaxing and enjoyable experience. The patio is quite creative, featuring a large colorful ‘CARENS’ sign, Moroccan lanterns and pink fleece blankets on every chair. Enjoy an extensive wine list accompanied by cheese pairings such as brie, blue cheese and various fondues. Both the food and wine menus are international, so there’s something for everyone.","International, Wine & Cheese",Jazz/Easy Listening,,,"Cute, Cozy, Relaxing",,Impeccable Patio,None,$$$,Street parking on Cumberland for approx. $3/hour or a parking lot at 74 Yorkville Avenue for $2.75/half hour,"Brunch: Sat - Sund 11:30am - 4:00pm | Lunch
Mon - Fri  11:30am - 5:00pm | Dinner 
Sun - Tues 5:00pm - 10:00pm, Wed - Sat  5:00pm - 11:00pm",416.962.5158,,"bar, resto",yorkville,"Unwind, Unique Wine List, Small Plates/Apps, Brunch, Cozy, Patio, Wine & Cheese",carens/logo_carenswinebar.png,"carens/carens_1.jpg, carens/carens_2.jpg, carens/carens_3.jpg"
Czhoeski,678 Queen Street W,,Queen & Euclid,Toronto,Ontario,Canada,,"A rustic bar with great character, Czehoski has been a staple of Queen West for quite some time. The theme is inspired by a polish deli, which is why they serve tons of delicious european meats and amazing comfort foods. The crowd is usually mixed, from hipster to mature, dates and groups of friends. Wednesdays to Saturdays DJ starts at 11pm.",Canadian comfort foods with a European twist,,,,Casual Fine Dining,,Polish Pierogie,Sunday: $5 Bar Rail- After 9 pm. $5 Mini Henkells | Monday: $5 House Wine & $5 Molson Draught until 7 PM 1/2 Price Poutine | Tuesday $5 House Wine & $5 Molson Draught until 7 PM 1/2 Price 1 lbs Chicken Wings | Wednesday: Half Price Bottles of Wine | Thursday: $5 House Wine & $5 Molson Draught until 7 PM. $5 Jameson | Friday: Fish Feature | Saturday: Chef's Feature,$$,Street Parking on Queen W,Mon - Fri 4:00PM - Late | Sat - Sun 3:00pm - Late.,416.366.6787,,"bar, resto",queen_w,"Out with Friends, Live Music, Craft Beer, Beers on Tap, Cozy, Hipster, Rooftop Patio, Drink Specials, Unwind, Comfort Foods, Carnivore Menu",czehoski/czehoski_logo.png,"czehoski/czehoski_1.jpg, czehoski/czehoski_2.jpg, czehoski/czehoski_3.png"
El Caballito,220 King W,,King & Duncan,toronto,ontario,canada,,"Entering this subterranean space, you emerge on the streets of Mexico. The rustic cantina character sets the scene and the Caballito shot glasses get you into character while Manny’s passion for tequila ensures a great time. The owner, Manny, hosts traditional tequila tastings highlighting some authentic tequilas you won’t be able to stumble upon in Toronto. Genuine and affordable this venue’s culturally and delectably true to its Mexican roots. ",Authentic Mexican food,instrumental/jazz/salsa,,,Genuine Mexican tequila bar,,The authentic tequila experience,"$6 Margarita Mondays (4-6pm)
$5 Tecate (Mexican Beer) on Tuesdays
Sangria Wednesdays ($1.00 per oz)
$4 Tequila & Soda on Thursdays
Special of the Day every Friday
$5 Michelada on Saturdays (Cerveza, lime juice and spices)",$$,Street parking on King Street or underground parking lot at King and Duncan,"Mon - Sat: 4:00pm - 1:00am
Sun: Closed

",416.628.9838,,"bar, resto",king_w,"Out with Friends, Small Plates/Apps, Specialty Tequila, Martinis/Margaritas, Trendy, Dinner Before the Club, Be Adventurous, Mexican, Energetic",el_caballito/el_caballito_logo.png,"el_caballito/el_caballito1.jpg, el_caballito/el_caballito2.jpg, el_caballito/el_caballito3.jpg"
Patria,478 King St W,,King & Spadina,Toronto,Ontario,Canada,,"Patria is a new elegantly designed Spanish restaurant on King West. The food is authentic with a modern twist and their specialty cocktails suit every taste bud. It has a busy yet upscale atmosphere. Patria is perfect for a date, a party or just a lunchtime getaway from the office. The kitchen closes at 11pm but the bar stays open for late night drinks.",Spanish,,,,"Open concept, trendy, dressy",,Escabeche De Pollo,Prix Fixe menu options ranging between $55.00 and $75.00,$$$,Street parking on King W or a parking lot one block west on King,Sun: 10:30am - close . Mon – Fri: 11:00am – close. Sat: 5pm – Close,416.367.0505,,"bar, resto",king_w,"Try Creative Cocktails, Dress Up, Sophisticated, Small Plates/Apps, Upscale, 25-40, Dinner Before the Club, Impress a Date, Out with Friends, Spanish, Brunch, Unique Cocktails",ink/patria/patria_logo.jpg,"ink/patria/patria_1.jpg, ink/patria/patria_2.jpg, ink/patria/patria_3.jpg"
Weslodge,480 King St W,,King & Spadina,Toronto,Ontario,Canada,,"Walking into Weslodge Saloon feels like you’re walking into the past. The staff is dressed up like the Old Western folk and the décor is reminiscent of a fancy saloon.  It’s a wonderfully themed bar and restaurant with a fantastic menu that is sure to please any appetite. Their high-end dishes are unique and delicious. They also boast an impressive drink menu, with over 30 types of whiskey, lots of beer, wine and cocktails. The crowd is trendy with an average age of 25-40.",Western Food with a classy twist,,,,Modern saloon,,Specialty Meat & Fish,Prix Fixe menu options ranging between $35.00 and $75.00,$$$,Street parking on King W or a parking lot one block west on King,"Mon – Fri: 11:30am – 2:30pm, 5:30pm - close
Sat: 5:30pm – close
Sun: 11:00am to 3:00pm, 5:30pm – close

",416.367.0505,,"bar, resto",king_w,"Meet New People, After Work, Electronic/House, Trendy, Dress Up, Sophisticated, 25-40, Dinner Before the Club, Unique Cocktails, Modern, Seafood, Energetic",ink/wesldoge/weslodge_logo.jpg,"ink/wesldoge/weslodge_01.jpg, ink/wesldoge/weslodge_02.jpg, ink/wesldoge/weslodge_3.jpg"
Spice Route,499 King St W,,King & Brant ,Toronto,Ontario,Canada,,"A trendy lounge with an inspiring Buddhist theme, Spice Route is great for just drinks, just dinner or both! It has dramatic lighting, an open concept and a very sophisticated crowd. It’s a wonderful place to socialize or bring a date. Spice Route also has a beautifully decorated patio with tables, comfortable booths and a couple of stand up bars. ",Asian fusion and tapas,,,,Trendy Buddha Bar,,Mouth Watering Sushi,None,$$$,Street parking on King W or a parking lot one block west on King,Sat: 5:00 pm – 2:00 am. Tue : 4:30 pm – 1:00 am. Wed: 4:30 pm – 2:00 am. Thu: 4:00 pm – 2:00 am. Fri: 4:30 pm – 2:00 am. Sun: 5:00 pm – 12:00 am,416.849.1808,,"bar, resto",king_w,"After Work, Meet New People, Mixed Crowd, Chill/Deep House, Small Plates/Apps, Unique Wine List, 25-40, 40+, Dinner Before the Club, Impress a Date, Sushi, Asian, Tapas, Unique Wine List",ink/spice_route/spice_route.jpg,"ink/spice_route/spiceroute1.jpg, ink/spice_route/spiceroute2.jpg, ink/spice_route/spiceroute3.jpg"
Habits Gastropub,928 College St,,College & Ossington,Toronto,Ontario,Canada,,"Walking into Habits is an optical illusion; it may appear normal but take a closer look. Serving phenomenal, fresh, food 99% of which is made in house, and every alcohol under the sun including house infused alcohols varying from chocolate-rye to jalapeno-vodka. Voted Toronto’s best gastropub (2013) by NOW magazine, this venue should move to the top of the list for all pub purveyors.",High-quality pub fare.,,,,Classic and comfy,,293 Whiskeys in House,Monday - Wednesday: $4 tacos & $5 pints of Stone Hammer. Last Monday of every month:  50% off all beverages. ,$$,Street parking on College,Mon - Fri: 4:00pm - 2:00am | Sat: 12:00pm - 2:00am | Sun: 11:00am - 12:00am,416.533.7272,,"bar, resto",college_st,"Try Creative Cocktails, Mixed, Specialty Tequila, Specialty Bourbon/Whiskey, Martinis/Margaritas, Casual, Unwind, Comfort Foods, Craft Beer, Brunch, Casual, Martinis/Margaritas",habits_gastropub/habits_gastropub_logo.jpg,"habits_gastropub/habits_gastropub_1.jpg, habits_gastropub/habits_gastropub_2.png, habits_gastropub/habits_gastropub_3.png"
Lisa Marie,638 Queen St W    ,,Queen & Tecumseth,Toronto,Ontario,Canada,,"Take a trip back to 1961. Lisa Marie is a restaurant inspired by Elvis. A big rock n' roll mural greets you when you walk in. The rest of the venue is modern with an industrial design. The owner, Matt Basile is a famous food truck pioneer with his own tv show. The menu is cicchetti (Kind of like tapas.... But not), so you’ll enjoy casual yet creative small plates. Don’t forget to try their creative cocktails created by the staff members, themselves.",Small Plates (cicchetti),,,,Relaxed and Artistic,,Cocktails created by the staff themselves,"Tuesday Night: Burgers, Bingo and Beer ($5 pints from Sam Adams). Bingo starts at 7pm",$$,Street parking on Queen St,Monday - Sunday: 6:00pm - late,647.748.6822,,"bar, resto",queen_w,"Discover a Hidden Gem, Out with Friends, Mixed, Unique Cocktails, Casual, Small Plates/Apps, Out with Friends, Be Adventurous, Dinner Before the Club, Tapas, Unique Cocktails, Energetic",lisa_marie/lisa_marie_logo.png,"lisa_marie/lisa_marie_1.png, lisa_marie/lisa_marie_2.jpg, lisa_marie/lisa_marie_3.jpg"
Sotto Voce,595 College St,,College and Clinton,Toronto,Ontario,Canada,,"Sotto Voce Wine & Pasta Bar has been one of the cornerstones of College Street’s Little Italy for the past 20 years. Known for it’s coziness in the winter, great for first dates, and it’s see and be seen patio in the summer, “The Voce” continues to serve traditional Italian comfort food and numerous wines by the glass in a style and atmosphere that is cool and relaxed to the hip and stylish.",Italian,,,,Cozy and Quaint,,Wine Selection,None,$$,Street parking on College ,Tues - Sun: 5:00pm - 2:00am,416-536-4564,,"bar, resto",college_st,"Discover a Hidden Gem, Unique Wine List, Cozy, Casual, 25-40, Patio, Out with Friends, Italian, Unique Wine List, Cozy, Patio, Corporate/Private Bookings",sotto_voce/sottovoce_weblogo1.png,"sotto_voce/sotto_voce1.jpg, sotto_voce/sotto_voce2.png, sotto_voce/sotto_voce3.png"
The Everleigh,580 King St W,,King & Portland,Toronto,Ontario,Canada,,"Not quite a nightclub, not just a bar Everleigh Toronto offers its guests a unique social experience. Usually an after work crowd on Thursdays and a diverse one on weekends. The venue offers a pool table, a dance floor, two large bars and a VIP area. The décor is artistic. It celebrates Canadiana and mixes vintage pieces with avant garde artistry and street-edge design. Average Age: 22-35",None,,,,"Thursdays: After work crowd. Friday, Saturdays: Playful and adventurous vibe.",,Unique Cocktails,No Specials,$$$,Street Parking on King Street or a parking lot across the street,Thurs: 9:00pm - 2:00am | Fri-Sun: 10:00pm - 2:00am,416.368.0014,,"bar, club",king_w,"Out with Friends, Mixed, Unique Cocktails, Casual, Mixed Crowd, Pool Table, Let Loose, Mixed, 21+/23+, Casual, Pool Table, Open Weekdays",everleigh/everleigh_logo.jpeg,"everleigh/everleigh_1.jpg, everleigh/everleigh_2.jpg, everleigh/everleigh_3.jpeg"
Buonanotte,19 Mercer St,,Mercer & John,Toronto,Ontario,Canada,,"Buonanotte Toronto carries on a Montreal legacy born of the simple notion that food and entertainment can go hand in hand. Buonanotte continues to fulfill its duty as a “beacon of nightlife”, while still maintaining its devotion to culinary excellence in Italian cuisine. ",Fine Italian,,,,Trendy restaurant & bar,,The atmosphere,No Specials,$$$,Parking lot just west on Mercer,Lunch: Mon - Fri 11:30am – 3:00pm |  Dinner: Mon - Sat 5:00pm – Close | Sundays: Closed,416.599.7246,,"bar, resto",king_w,"Impress a Date, Italian, Out with Friends, Meet New People, Dress Up, Sophisticated, Trendy, VIP & Bottle Service, Reserve a Table, Corporate/Private Bookings",buonanotte/buonanotte_logo.png,"buonanotte/buonanotte_1.jpg, buonanotte/buonanotte_2.jpg, buonanotte/buonanotte_3.jpg"
Rock N' Horse Saloon,250 Adelaide St W,,Adelaide & Duncan,Toronto,Ontario,Canada,,"Located in the heart of the entertainment district, Rock ‘n’ Horse Saloon is Toronto’s hottest new Country/Rock destination. Rock ‘n’ Horse Saloon represents a rockin’ party with warm and welcoming Southern hospitality. Whether you’re looking for a restaurant, bar or live music venue – they have it all!",Pub Food,,,,Country Style,,Mechanical bull,No Specials,$$,Street Parking in this area is $4.00 per hour.,Mon - Sat 6:30pm - 2:00am ,647.344.1234,,"bar, club, resto",,"Out with Friends, Get Drunk, Dance Party, Meet New People, Live Music, Pub Food, Mixed Crowd, Pool Table, American Classics, Beers on Tap, Unwind, Energetic, Rock/Alternative, Let Loose, Dance Party, College, 19-25, Casual",rock_n_horse_saloon/rocknhorsesaloonlogo.png,"rock_n_horse_saloon/rock_n_horse_saloon1.jpg, rock_n_horse_saloon/rock_n_horse_saloon2.jpg, rock_n_horse_saloon/rock_n_horse_saloon3.jpg"
